Date,auction_name,contract,auction_price_eur,auction_volume_tco2,total_revenue_eur,cover_ratio,country,source,source_url
2023-07-19,Auction 4. Period CAP3 PL,T3PA,86.03,2676000,230216280.0,1.97,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-07-20,Auction 4. Period CAP3 EU,T3PA,87.76,2658000,233266080.0,1.91,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-07-21,Auction 4. Period DE,T3PA,89.36,1939500,173313720.0,2.09,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-07-24,Auction 4. Period CAP3 EU,T3PA,90.3,2658000,240017400.0,1.78,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-07-25,Auction 4. Period CAP3 EU,T3PA,90.25,2658000,239884500.0,1.81,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-07-27,Auction 4. Period CAP3 EU,T3PA,88.02,2658000,233957160.0,1.77,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-07-28,Auction 4. Period DE,T3PA,87.33,1939500,169376535.0,1.94,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-07-31,Auction 4. Period CAP3 EU,T3PA,86.65,2658000,230315700.0,2.19,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-01,Auction 4. Period CAP3 EU,T3PA,84.69,1329000,112553010.0,2.75,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-02,Auction 4. Period CAP3 PL,T3PA,81.88,1338000,109555440.0,2.96,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-03,Auction 4. Period CAP3 EU,T3PA,83.52,1329000,110998080.0,3.11,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-04,Auction 4. Period DE,T3PA,83.33,970000,80830100.0,3.78,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-07,Auction 4. Period CAP3 EU,T3PA,82.28,1329000,109350120.0,2.53,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-08,Auction 4. Period CAP3 EU,T3PA,81.46,1329000,108260340.0,2.61,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-10,Auction 4. Period CAP3 EU,T3PA,82.24,1329000,109296960.0,2.83,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-11,Auction 4. Period DE,T3PA,84.2,970000,81674000.0,3.18,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-14,Auction 4. Period CAP3 EU,T3PA,85.34,1329000,113416860.0,2.82,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-15,Auction 4. Period CAP3 EU,T3PA,86.71,1329000,115237590.0,2.78,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-16,Auction 4. Period CAP3 PL,T3PA,87.01,1338000,116419380.0,2.78,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-17,Auction 4. Period CAP3 EU,T3PA,86.84,1329000,115410360.0,2.38,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-18,Auction 4. Period DE,T3PA,86.68,970000,84079600.0,2.01,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-21,Auction 4. Period CAP3 EU,T3PA,86.0,1329000,114294000.0,2.79,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-22,Auction 4. Period CAP3 EU,T3PA,87.86,1329000,116765940.0,2.8,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-24,Auction 4. Period CAP3 EU,T3PA,85.51,1329000,113642790.0,1.91,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-25,Auction 4. Period DE,T3PA,85.5,976500,83490750.0,3.2,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-28,Auction 4. Period CAP3 EU,T3PA,84.7,1329000,112566300.0,3.21,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-29,Auction 4. Period CAP3 EU,T3PA,84.64,1329000,112486560.0,2.95,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-30,Auction 4. Period CAP3 PL,T3PA,84.57,1344500,113704365.0,3.08,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-08-31,Auction 4. Period CAP3 EU,T3PA,85.52,1581500,135249880.0,2.73,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-01,Auction 4. Period DE,T3PA,84.0,2147000,180348000.0,2.04,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-04,Auction 4. Period CAP3 EU,T3PA,83.42,3035500,253221410.0,2.15,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-05,Auction 4. Period CAP3 EU,T3PA,83.41,3035500,253191055.0,1.55,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-08,Auction 4. Period DE,T3PA,82.09,2147000,176247230.0,2.05,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-11,Auction 4. Period CAP3 EU,T3PA,80.98,3035500,245814790.0,1.83,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-12,Auction 4. Period CAP3 EU,T3PA,80.6,3035500,244661300.0,2.09,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-13,Auction 4. Period CAP3 PL,T3PA,80.5,3347500,269473750.0,1.82,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-14,Auction 4. Period CAP3 EU,T3PA,81.69,3035500,247969995.0,1.89,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-15,Auction 4. Period DE,T3PA,82.33,2147000,176762510.0,2.38,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-18,Auction 4. Period CAP3 EU,T3PA,80.26,3035500,243629230.0,1.65,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-19,Auction 4. Period CAP3 EU,T3PA,79.5,3035500,241322250.0,1.77,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-20,EUAA Auction CAP3 EU,EAA3,79.8,775500,61884900.0,3.09,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-21,Auction 4. Period CAP3 EU,T3PA,81.78,3036500,248324970.0,1.99,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-22,Auction 4. Period DE,T3PA,84.03,2147000,180412410.0,2.24,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-25,Auction 4. Period CAP3 EU,T3PA,83.92,3035500,254739160.0,1.7,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-26,Auction 4. Period CAP3 EU,T3PA,82.44,3035500,250246620.0,1.75,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-27,Auction 4. Period CAP3 PL,T3PA,81.37,3347500,272386075.0,1.99,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-28,Auction 4. Period CAP3 EU,T3PA,81.9,3035500,248607450.0,1.76,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-09-29,Auction 4. Period DE,T3PA,81.65,2147000,175302550.0,2.1,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-02,Auction 4. Period CAP3 EU,T3PA,80.95,3035500,245723725.0,1.77,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-03,Auction 4. Period CAP3 EU,T3PA,79.17,3035500,240320535.0,1.55,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-04,Auction 4. Period CAP3 NIR,T3PA,78.78,1000000,78780000.0,2.21,XI,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-05,Auction 4. Period CAP3 EU,T3PA,80.5,3035500,244357750.0,1.9,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-06,Auction 4. Period DE,T3PA,79.95,2147000,171652650.0,2.06,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-09,Auction 4. Period CAP3 EU,T3PA,80.43,3035500,244145265.0,1.8,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-10,Auction 4. Period CAP3 EU,T3PA,81.82,3035500,248364610.0,1.37,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-11,Auction 4. Period CAP3 PL,T3PA,82.68,3347500,276771300.0,1.49,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-12,Auction 4. Period CAP3 EU,T3PA,83.35,3035500,253008925.0,1.76,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-13,Auction 4. Period DE,T3PA,84.61,2147000,181657670.0,2.13,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-16,Auction 4. Period CAP3 EU,T3PA,83.4,3035500,253160700.0,1.88,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-17,Auction 4. Period CAP3 EU,T3PA,81.69,3035500,247969995.0,1.77,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-18,EUAA Auction DE,EAA3,81.72,907000,74120040.0,2.15,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-19,Auction 4. Period CAP3 EU,T3PA,79.99,3035500,242809645.0,1.52,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-20,Auction 4. Period DE,T3PA,81.19,2147000,174314930.0,1.82,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-23,Auction 4. Period CAP3 EU,T3PA,79.92,3035500,242597160.0,1.68,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-24,Auction 4. Period CAP3 EU,T3PA,80.4,3035500,244054200.0,1.67,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-25,Auction 4. Period CAP3 PL,T3PA,79.85,3347500,267297875.0,1.62,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-26,Auction 4. Period CAP3 EU,T3PA,79.48,3035500,241261540.0,1.66,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-27,Auction 4. Period DE,T3PA,79.41,2147000,170493270.0,1.78,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-30,Auction 4. Period CAP3 EU,T3PA,79.78,3035500,242172190.0,1.52,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-10-31,Auction 4. Period CAP3 EU,T3PA,77.65,3035500,235706575.0,1.3,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-02,Auction 4. Period CAP3 EU,T3PA,77.88,3035500,236404740.0,1.7,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-03,Auction 4. Period DE,T3PA,78.35,2147000,168217450.0,1.58,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-06,Auction 4. Period CAP3 EU,T3PA,76.02,3035500,230758710.0,1.29,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-07,Auction 4. Period CAP3 EU,T3PA,75.58,3035500,229423090.0,1.35,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-08,Auction 4. Period CAP3 PL,T3PA,74.56,3347500,249589600.0,1.49,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-09,Auction 4. Period CAP3 EU,T3PA,75.75,3035500,229939125.0,1.5,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-10,Auction 4. Period DE,T3PA,76.46,2147000,164159620.0,1.84,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-13,Auction 4. Period CAP3 EU,T3PA,77.01,3035500,233763855.0,1.49,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-14,Auction 4. Period CAP3 EU,T3PA,76.62,3035500,232580010.0,1.33,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-15,EUAA Auction CAP3 EU,EAA3,79.45,766500,60898425.0,2.57,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-16,Auction 4. Period CAP3 EU,T3PA,79.0,3035500,239804500.0,1.57,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-17,Auction 4. Period DE,T3PA,76.55,2147000,164352850.0,1.63,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-20,Auction 4. Period CAP3 EU,T3PA,76.35,3035500,231760425.0,1.48,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-21,Auction 4. Period CAP3 EU,T3PA,75.69,3035500,229756995.0,1.45,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-22,Auction 4. Period CAP3 PL,T3PA,74.84,3347500,250526900.0,1.75,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-23,Auction 4. Period CAP3 EU,T3PA,74.5,3035500,226144750.0,1.63,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-24,Auction 4. Period DE,T3PA,75.9,2147000,162957300.0,1.68,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-27,Auction 4. Period CAP3 EU,T3PA,74.57,3035500,226357235.0,1.61,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-28,Auction 4. Period CAP3 EU,T3PA,71.71,3035500,217675705.0,1.44,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-11-30,Auction 4. Period CAP3 EU,T3PA,70.79,3035500,214883045.0,1.52,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-12-01,Auction 4. Period DE,T3PA,71.45,2147000,153403150.0,1.88,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-12-04,Auction 4. Period CAP3 EU,T3PA,71.34,3035500,216552570.0,1.82,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-12-05,Auction 4. Period CAP3 EU,T3PA,69.94,3035500,212302870.0,1.53,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-12-06,Auction 4. Period CAP3 PL,T3PA,68.71,3350000,230178500.0,1.6,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-12-07,Auction 4. Period CAP3 EU,T3PA,68.76,3035500,208720980.0,1.69,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-12-08,Auction 4. Period DE,T3PA,69.84,2147000,149946480.0,1.98,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-12-11,Auction 4. Period CAP3 EU,T3PA,67.82,3035500,205867610.0,1.57,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-12-12,Auction 4. Period CAP3 EU,T3PA,66.72,3035500,202528560.0,1.39,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-12-13,EUAA Auction CAP3 PL,EAA3,69.7,169500,11814150.0,4.78,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-12-14,Auction 4. Period CAP3 EU,T3PA,68.45,3035500,207779975.0,1.37,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-12-15,Auction 4. Period DE,T3PA,66.6,2151000,143256600.0,1.61,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2023-12-18,Auction 4. Period CAP3 EU,T3PA,66.49,3041500,202229335.0,1.49,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2023-data.xlsx
2024-01-15,Auction 4. Period CAP3 EU,T3PA,63.5,3099500,196818250.0,1.72,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-01-16,Auction 4. Period CAP3 EU,T3PA,63.2,3099500,195888400.0,1.68,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-01-17,Auction 4. Period CAP3 PL,T3PA,62.96,2310000,145437600.0,1.92,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-01-18,Auction 4. Period CAP3 EU,T3PA,61.28,3099500,189937360.0,1.68,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-01-19,Auction 4. Period DE,T3PA,61.93,1796000,111226280.0,2.15,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-01-22,Auction 4. Period CAP3 EU,T3PA,59.74,3099500,185164130.0,1.62,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-01-23,Auction 4. Period CAP3 EU,T3PA,60.55,3099500,187674725.0,1.64,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-01-24,EUAA Auction CAP3 EU,EAA3,62.0,906000,56172000.0,1.85,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-01-25,Auction 4. Period CAP3 EU,T3PA,61.95,3099500,192014025.0,1.56,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-01-26,Auction 4. Period DE,T3PA,61.95,1796000,111262200.0,2.07,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-01-29,Auction 4. Period CAP3 EU,T3PA,60.81,3099500,188480595.0,1.41,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-01-30,Auction 4. Period CAP3 EU,T3PA,59.82,3099500,185412090.0,1.57,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-01-31,Auction 4. Period CAP3 PL,T3PA,62.27,2310000,143843700.0,1.86,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-01,Auction 4. Period CAP3 EU,T3PA,61.09,3099500,189348455.0,1.25,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-02,Auction 4. Period DE,T3PA,60.92,1796000,109412320.0,1.85,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-05,Auction 4. Period CAP3 EU,T3PA,60.68,3099500,188077660.0,1.65,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-06,Auction 4. Period CAP3 EU,T3PA,60.25,3099500,186744875.0,1.7,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-08,Auction 4. Period CAP3 EU,T3PA,59.85,3099500,185505075.0,1.57,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-09,Auction 4. Period DE,T3PA,57.24,1796000,102803040.0,1.79,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-12,Auction 4. Period CAP3 EU,T3PA,55.84,3099500,173076080.0,1.49,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-13,Auction 4. Period CAP3 EU,T3PA,54.24,3099500,168116880.0,1.67,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-14,Auction 4. Period CAP3 PL,T3PA,54.07,2310000,124901700.0,2.09,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-15,Auction 4. Period CAP3 EU,T3PA,54.87,3099500,170069565.0,1.81,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-16,Auction 4. Period DE,T3PA,55.12,1796000,98995520.0,1.8,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-19,Auction 4. Period CAP3 EU,T3PA,53.0,3099500,164273500.0,1.46,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-20,Auction 4. Period CAP3 EU,T3PA,51.8,3099500,160554100.0,1.72,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-22,Auction 4. Period CAP3 EU,T3PA,51.55,3099500,159779225.0,1.64,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-23,Auction 4. Period DE,T3PA,49.5,1796000,88902000.0,1.73,DE,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-26,Auction 4. Period CAP3 EU,T3PA,50.65,3099500,156989675.0,1.63,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-27,Auction 4. Period CAP3 EU,T3PA,51.12,3099500,158446440.0,1.49,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-28,Auction 4. Period CAP3 PL,T3PA,54.94,2310000,126911400.0,2.06,PL,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
2024-02-29,Auction 4. Period CAP3 EU,T3PA,54.9,3099500,170162550.0,1.44,EU,eex_auction_report,https://public.eex-group.com/eex/eua-auction-report/emission-spot-primary-market-auction-report-2024-data.xlsx
