quantile,horizon,feature,coefficient
0.9,28,y_last,0.8010309157460778
0.9,28,eua_high_last,0.21981119655379933
0.9,28,eua_low_last,0.0
0.9,28,eua_volume_last,1.247204760660958e-05
0.9,28,eua_range_last,0.0
0.9,28,eua_range_pct_last,0.0
0.9,28,icap_secondary_last,0.14347691173032004
0.9,28,icap_return_last,0.0
0.9,28,eurusd_last,0.0
0.9,28,brent_price_last,-0.016878005841612993
0.9,28,y_lag_1,0.0
0.9,28,y_lag_5,0.0
0.9,28,y_lag_10,0.0
0.9,28,y_lag_20,0.0
0.9,28,y_mean_20,0.0
0.9,28,y_std_20,0.0
0.9,29,y_return_last,0.0
0.9,29,y_last,1.0224049444892593
0.9,29,eua_high_last,0.0
0.9,29,eua_low_last,0.0
0.9,29,eua_volume_last,1.6251278968640086e-05
0.9,29,eua_range_last,0.0
0.9,29,eua_range_pct_last,0.0
0.9,29,icap_secondary_last,0.1485770187447968
0.9,29,icap_return_last,0.0
0.9,29,eurusd_last,0.0
0.9,29,brent_price_last,-0.020436954308226202
0.9,29,y_lag_1,0.0
0.9,29,y_lag_5,0.0
0.9,29,y_lag_10,0.0
0.9,29,y_lag_20,0.0
0.9,29,y_mean_20,0.0
0.9,29,y_std_20,0.0
0.9,30,y_return_last,0.0
0.9,30,y_last,0.5998776531565108
0.9,30,eua_high_last,0.41399553176835
0.9,30,eua_low_last,0.0
0.9,30,eua_volume_last,1.9187673588356765e-05
0.9,30,eua_range_last,0.0
0.9,30,eua_range_pct_last,0.0
0.9,30,icap_secondary_last,0.15369711873939357
0.9,30,icap_return_last,0.0
0.9,30,eurusd_last,0.0
0.9,30,brent_price_last,-0.01898196415521762
0.9,30,y_lag_1,0.0
0.9,30,y_lag_5,0.0
0.9,30,y_lag_10,0.0
0.9,30,y_lag_20,0.0
0.9,30,y_mean_20,0.0
0.9,30,y_std_20,0.0
