,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
More information,,www.eex.com/en/products/environmental-markets/emissions-auctions/overview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,EEX Emissions market / Primary Market Auction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
References,,,,Prices,,,,,Volumes,,,,,,,,,,,Participants,,Revenue,,Revenue,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Auction Name,Contract,Auction Price €/tCO2,Minimum Bid €/tCO2,Maximum Bid €/tCO2,Mean €/tCO2,Median €/tCO2,Auction Volume tCO2,Total Amount of Bids,Number of bids submitted,Number of successful bids,Average number of bids per bidder,Average bid size,Average volume bid per bidder,Standard deviation of bid volume per bidder,Average volume won per bidder,Standard deviation of volume won per bidder,Cover Ratio,Total Number of Bidders,Number of Successful Bidders,Total Revenue €,Country,"Austria
(AT)","Belgium
(BE)","Bulgaria
(BG)","Cyprus
(CY)","Czech Republic
(CZ)","Germany
(DE)","Denmark
(DK)","Estonia
(EE)","Greece
(EL)","Spain
(ES)","Finland
(FI)","France
(FR)","Croatia
(HR)","Hungary
(HU)","Ireland
(IE)","Italy
(IT)","Lithuania
(LT)","Luxembourg
(LU)","Latvia
(LV)","Malta
(MT)","Netherlands
(NL)","Poland
(PL)","Portugal
(PT)","Romania
29.05.2018,11:00,Auction 3. Period CAP2-EU,T3PA,16.25,5.50,17.00,15.24,16.21,"4,213,000","12,022,000",122,46,4.69,"98,541","462,385","472,763","221,737","187,861",2.85,26,19,"68,461,250",EU,"1,633,125","2,981,875","2,892,500","195,000","4,582,500",,"1,470,625","1,105,000","4,078,750","10,148,125","1,966,250","6,435,000","560,625","1,763,125","1,096,875","11,326,250","625,625","138,125","316,875","121,875","3,940,625",,"2,063,750","5,638,750","1,048,125","520,000","1,811,875"
25.05.2018,11:00,Auction 3. Period DE,T3PA,15.89,5.50,17.00,14.96,15.99,"4,360,000","7,417,000",112,82,4.87,"66,223","322,478","408,716","198,182","223,326",1.70,23,22,"69,280,400",DE,,,,,,"69,280,400",,,,,,,,,,,,,,,,,,,,,
24.05.2018,11:00,Auction 3. Period CAP2-EU,T3PA,16.23,5.50,18.00,15.24,16.19,"4,213,000","9,858,000",122,45,4.52,"80,803","365,111","459,686","210,650","202,072",2.34,27,20,"68,376,990",EU,"1,631,115","2,978,205","2,888,940","194,760","4,576,860",,"1,468,815","1,103,640","4,073,730","10,135,635","1,963,830","6,427,080","559,935","1,760,955","1,095,525","11,312,310","624,855","137,955","316,485","121,725","3,935,775",,"2,061,210","5,631,810","1,046,835","519,360","1,809,645"
23.05.2018,15:00,EUAA Auction CAP2-EU,EAA3,15.74,15.18,16.01,15.56,15.58,"958,000","3,938,000",52,11,4.73,"75,731","358,000","280,602","191,600","76,107",4.11,11,5,"15,078,920",EU,"448,590","511,550","173,140","275,450","228,230",,"519,420","31,480","952,270","3,116,520","409,240","2,321,650","118,050","188,880","409,240","2,754,500","55,090","39,350","102,310","110,180","700,430",,"550,900","306,930","692,560","23,610","39,350"
23.05.2018,11:00,Auction 3. Period CAP2-PL,T3PA,15.81,5.50,17.00,14.74,15.80,"3,547,000","7,680,500",101,47,3.88,"76,045","295,404","393,896","154,217","190,336",2.17,26,23,"56,078,070",PL,,,,,,,,,,,,,,,,,,,,,,"56,078,070",,,,,
22.05.2018,11:00,Auction 3. Period CAP2-EU,T3PA,15.88,5.50,20.00,15.02,15.75,"4,213,000","11,573,500",118,35,3.93,"98,081","385,783","499,870","200,619","180,738",2.75,30,21,"66,902,440",EU,"1,595,940","2,913,980","2,826,640","190,560","4,478,160",,"1,437,140","1,079,840","3,985,880","9,917,060","1,921,480","6,288,480","547,860","1,722,980","1,071,900","11,068,360","611,380","134,980","309,660","119,100","3,850,900",,"2,016,760","5,510,360","1,024,260","508,160","1,770,620"
18.05.2018,11:00,Auction 3. Period DE,T3PA,15.20,5.50,16.50,14.22,15.07,"4,360,000","10,486,500",104,24,3.85,"100,832","388,389","501,798","256,471","261,380",2.41,27,17,"66,272,000",DE,,,,,,"66,272,000",,,,,,,,,,,,,,,,,,,,,
17.05.2018,11:00,Auction 3. Period CAP2-EU,T3PA,15.05,5.50,16.50,14.26,14.99,"4,213,000","11,416,500",126,36,4.20,"90,607","380,550","460,167","191,500","165,832",2.71,30,22,"63,405,650",EU,"1,512,525","2,761,675","2,678,900","180,600","4,244,100",,"1,362,025","1,023,400","3,777,550","9,398,725","1,821,050","5,959,800","519,225","1,632,925","1,015,875","10,489,850","579,425","127,925","293,475","112,875","3,649,625",,"1,911,350","5,222,350","970,725","481,600","1,678,075"
15.05.2018,11:00,Auction 3. Period CAP2-EU,T3PA,14.70,4.70,16.25,13.77,14.76,"4,213,000","6,876,000",97,60,4.04,"70,887","286,500","418,245","191,500","245,822",1.63,24,22,"61,931,100",EU,"1,477,350","2,697,450","2,616,600","176,400","4,145,400",,"1,330,350","999,600","3,689,700","9,180,150","1,778,700","5,821,200","507,150","1,594,950","992,250","10,245,900","565,950","124,950","286,650","110,250","3,564,750",,"1,866,900","5,100,900","948,150","470,400","1,639,050"
14.05.2018,11:00,Auction 3. Period CAP2-EU,T3PA,14.20,5.50,15.50,13.41,14.24,"4,213,000","7,318,500",99,62,3.81,"73,924","281,481","378,610","168,520","201,865",1.74,26,25,"59,824,600",EU,"1,427,100","2,605,700","2,527,600","170,400","4,004,400",,"1,285,100","965,600","3,564,200","8,867,900","1,718,200","5,623,200","489,900","1,540,700","958,500","9,897,400","546,700","120,700","276,900","106,500","3,443,500",,"1,803,400","4,927,400","915,900","454,400","1,583,300"
09.05.2018,11:00,Auction 3. Period CAP2-PL,T3PA,13.92,5.50,20.00,13.15,13.88,"3,547,000","6,639,500",89,38,4.24,"74,601","316,167","413,193","236,467","245,541",1.87,21,15,"49,374,240",PL,,,,,,,,,,,,,,,,,,,,,,"49,374,240",,,,,
08.05.2018,11:00,Auction 3. Period CAP2-EU,T3PA,13.51,5.50,16.00,12.96,13.45,"4,213,000","14,772,500",116,39,4.00,"127,349","509,397","1,187,472","210,650","183,669",3.51,29,20,"56,917,630",EU,"1,357,755","2,479,085","2,404,780","162,120","3,809,820",,"1,222,655","918,680","3,391,010","8,436,995","1,634,710","5,349,960","466,095","1,465,835","911,925","9,416,470","520,135","114,835","263,445","101,325","3,276,175",,"1,715,770","4,687,970","871,395","432,320","1,506,365"
04.05.2018,11:00,Auction 3. Period DE,T3PA,12.78,5.50,14.00,12.31,12.74,"4,360,000","8,570,500",126,47,4.34,"68,020","295,534","418,343","189,565","239,248",1.97,29,23,"55,720,800",DE,,,,,,"55,720,800",,,,,,,,,,,,,,,,,,,,,
03.05.2018,11:00,Auction 3. Period CAP2-EU,T3PA,12.77,5.50,14.00,12.18,12.75,"4,213,000","7,962,000",89,39,3.56,"89,461","318,480","429,418","234,056","253,573",1.89,25,18,"53,800,010",EU,"1,283,385","2,343,295","2,273,060","153,240","3,601,140",,"1,155,685","868,360","3,205,270","7,974,865","1,545,170","5,056,920","440,565","1,385,545","861,975","8,900,690","491,645","108,545","249,015","95,775","3,096,725",,"1,621,790","4,431,190","823,665","408,640","1,423,855"
30.04.2018,11:00,Auction 3. Period CAP2-EU,T3PA,13.35,5.50,15.10,12.52,13.31,"4,213,000","7,909,500",75,32,3.41,"105,460","359,523","422,969","234,056","213,691",1.88,22,18,"56,243,550",EU,"1,341,675","2,449,725","2,376,300","160,200","3,764,700",,"1,208,175","907,800","3,350,850","8,337,075","1,615,350","5,286,600","460,575","1,448,475","901,125","9,304,950","513,975","113,475","260,325","100,125","3,237,375",,"1,695,450","4,632,450","861,075","427,200","1,488,525"
27.04.2018,11:00,Auction 3. Period DE,T3PA,13.28,5.50,14.00,12.72,13.28,"4,360,000","7,897,500",115,58,4.42,"68,674","303,750","411,557","218,000","267,693",1.81,26,20,"57,900,800",DE,,,,,,"57,900,800",,,,,,,,,,,,,,,,,,,,,
26.04.2018,11:00,Auction 3. Period CAP2-EU,T3PA,13.39,5.50,13.80,12.65,13.19,"4,213,000","10,506,000",119,16,4.96,"88,286","437,750","548,002","526,625","431,542",2.49,24,8,"56,412,070",EU,"1,345,695","2,457,065","2,383,420","160,680","3,775,980",,"1,211,795","910,520","3,360,890","8,362,055","1,620,190","5,302,440","461,955","1,452,815","903,825","9,332,830","515,515","113,815","261,105","100,425","3,247,075",,"1,700,530","4,646,330","863,655","428,480","1,492,985"
25.04.2018,11:00,Auction 3. Period CAP2-PL,T3PA,13.09,5.50,13.75,12.33,12.94,"3,547,000","9,233,000",94,20,3.36,"98,223","329,750","477,023","221,688","288,628",2.60,28,16,"46,430,230",PL,,,,,,,,,,,,,,,,,,,,,,"46,430,230",,,,,
24.04.2018,11:00,Auction 3. Period CAP2-EU,T3PA,12.73,5.50,13.70,12.24,12.67,"4,213,000","8,156,000",117,48,3.90,"69,709","271,867","369,805","191,500","239,585",1.94,30,22,"53,631,490",EU,"1,279,365","2,335,955","2,265,940","152,760","3,589,860",,"1,152,065","865,640","3,195,230","7,949,885","1,540,330","5,041,080","439,185","1,381,205","859,275","8,872,810","490,105","108,205","248,235","95,475","3,087,025",,"1,616,710","4,417,310","821,085","407,360","1,419,395"
23.04.2018,11:00,Auction 3. Period CAP2-EU,T3PA,12.75,5.50,15.00,12.30,12.79,"4,213,000","7,540,000",105,62,3.50,"71,810","251,333","374,599","150,464","173,360",1.79,30,28,"53,715,750",EU,"1,281,375","2,339,625","2,269,500","153,000","3,595,500",,"1,153,875","867,000","3,200,250","7,962,375","1,542,750","5,049,000","439,875","1,383,375","860,625","8,886,750","490,875","108,375","248,625","95,625","3,091,875",,"1,619,250","4,424,250","822,375","408,000","1,421,625"
20.04.2018,11:01,Auction 3. Period DE,T3PA,13.05,5.50,14.10,12.45,13.20,"4,360,000","6,144,000",84,64,3.65,"73,143","267,130","391,976","207,619","244,359",1.41,23,21,"56,898,000",DE,,,,,,"56,898,000",,,,,,,,,,,,,,,,,,,,,
19.04.2018,11:00,Auction 3. Period CAP2-EU,T3PA,13.99,5.50,14.30,13.15,13.85,"4,213,000","9,429,500",113,26,4.04,"83,447","336,768","417,441","263,313","310,966",2.24,28,16,"58,939,870",EU,"1,405,995","2,567,165","2,490,220","167,880","3,945,180",,"1,266,095","951,320","3,511,490","8,736,755","1,692,790","5,540,040","482,655","1,517,915","944,325","9,751,030","538,615","118,915","272,805","104,925","3,392,575",,"1,776,730","4,854,530","902,355","447,680","1,559,885"
17.04.2018,11:00,Auction 3. Period CAP2-EU,T3PA,13.82,5.50,14.20,13.19,13.80,"4,213,000","8,146,500",126,53,4.34,"64,655","280,914","373,686","175,542","209,185",1.93,29,24,"58,223,660",EU,"1,388,910","2,535,970","2,459,960","165,840","3,897,240",,"1,250,710","939,760","3,468,820","8,630,590","1,672,220","5,472,720","476,790","1,499,470","932,850","9,632,540","532,070","117,470","269,490","103,650","3,351,350",,"1,755,140","4,795,540","891,390","442,240","1,540,930"
16.04.2018,11:00,Auction 3. Period CAP2-EU,T3PA,13.84,5.50,14.25,13.23,13.82,"4,213,000","9,794,000",128,57,4.13,"76,516","315,935","559,699","191,500","264,083",2.32,31,22,"58,307,920",EU,"1,390,920","2,539,640","2,463,520","166,080","3,902,880",,"1,252,520","941,120","3,473,840","8,643,080","1,674,640","5,480,640","477,480","1,501,640","934,200","9,646,480","532,840","117,640","269,880","103,800","3,356,200",,"1,757,680","4,802,480","892,680","442,880","1,543,160"
13.04.2018,11:00,Auction 3. Period DE,T3PA,13.80,5.50,14.50,13.08,13.80,"4,360,000","7,123,500",103,52,3.96,"69,160","273,981","469,932","207,619","391,625",1.63,26,21,"60,168,000",DE,,,,,,"60,168,000",,,,,,,,,,,,,,,,,,,,,
12.04.2018,11:01,Auction 3. Period CAP2-EU,T3PA,13.15,5.50,14.00,12.56,13.23,"4,213,000","6,862,500",99,70,4.13,"69,318","285,938","375,775","200,619","231,127",1.63,24,21,"55,400,950",EU,"1,321,575","2,413,025","2,340,700","157,800","3,708,300",,"1,190,075","894,200","3,300,650","8,212,175","1,591,150","5,207,400","453,675","1,426,775","887,625","9,165,550","506,275","111,775","256,425","98,625","3,188,875",,"1,670,050","4,563,050","848,175","420,800","1,466,225"
11.04.2018,11:00,Auction 3. Period CAP2-PL,T3PA,13.55,5.50,14.00,12.72,13.35,"3,547,000","7,349,000",101,19,4.04,"72,762","293,960","475,971","295,583","417,103",2.07,25,12,"48,061,850",PL,,,,,,,,,,,,,,,,,,,,,,"48,061,850",,,,,
10.04.2018,11:00,Auction 3. Period CAP2-EU,T3PA,13.10,5.50,14.00,12.50,13.17,"5,262,000","7,622,500",91,60,3.64,"83,764","304,900","418,222","250,571","316,466",1.45,25,21,"68,932,200",EU,"1,644,050","2,999,900","2,914,750","196,500","4,617,750",,"1,480,300","1,113,500","4,106,850","10,224,550","1,978,100","6,484,500","563,300","1,775,050","1,100,400","11,410,100","628,800","137,550","314,400","117,900","3,969,300",,"2,076,350","5,678,850","1,054,550","524,000","1,820,900"
09.04.2018,11:00,Auction 3. Period CAP2-EU,T3PA,12.96,5.50,14.00,12.34,12.97,"5,264,500","8,671,000",92,47,4.00,"94,250","377,000","433,012","250,690","238,287",1.65,23,21,"68,227,920",EU,"1,626,480","2,974,320","2,883,600","194,400","4,568,400",,"1,464,480","1,101,600","4,062,960","10,115,280","1,956,960","6,415,200","557,280","1,756,080","1,095,120","11,288,160","622,080","136,080","317,520","123,120","3,926,880",,"2,054,160","5,618,160","1,043,280","518,400","1,807,920"
06.04.2018,11:00,Auction 3. Period DE,T3PA,12.68,5.50,14.00,12.02,12.54,"4,360,000","8,181,000",92,25,3.83,"88,924","340,875","400,058","242,222","265,244",1.88,24,18,"55,284,800",DE,,,,,,"55,284,800",,,,,,,,,,,,,,,,,,,,,
05.04.2018,11:00,Auction 3. Period CAP2-EU,T3PA,12.65,5.50,14.00,12.13,12.65,"5,267,000","8,582,500",95,49,3.80,"90,342","343,300","449,071","250,810","308,235",1.63,25,21,"66,627,550",EU,"1,587,575","2,903,175","2,814,625","189,750","4,459,125",,"1,429,450","1,075,250","3,972,100","9,873,325","1,916,475","6,261,750","543,950","1,714,075","1,068,925","11,024,475","607,200","132,825","309,925","120,175","3,832,950",,"2,011,350","5,490,100","1,018,325","506,000","1,764,675"
03.04.2018,11:00,Auction 3. Period CAP2-EU,T3PA,12.90,5.50,14.00,12.34,12.98,"5,271,500","7,927,000",86,61,4.10,"92,174","377,476","573,720","263,575","404,045",1.50,21,20,"68,002,350",EU,"1,625,400","2,960,550","2,870,250","193,500","4,547,250",,"1,464,150","1,096,500","4,050,600","10,074,900","1,954,350","6,385,500","561,150","1,754,400","1,090,050","11,242,350","625,650","141,900","316,050","122,550","3,915,150",,"2,051,100","5,598,600","1,044,900","516,000","1,799,550"
28.03.2018,11:00,Auction 3. Period CAP2-PL,T3PA,14.05,4.44,15.50,13.27,13.99,"3,547,000","7,936,500",101,34,4.21,"78,579","330,688","424,620","208,647","211,294",2.24,24,17,"49,835,350",PL,,,,,,,,,,,,,,,,,,,,,,"49,835,350",,,,,
27.03.2018,11:00,Auction 3. Period CAP2-EU,T3PA,13.26,5.50,14.00,12.58,13.20,"4,213,000","7,172,500",90,32,3.46,"79,694","275,865","420,269","247,824","307,671",1.70,26,17,"55,864,380",EU,"1,332,630","2,433,210","2,360,280","159,120","3,739,320",,"1,200,030","901,680","3,328,260","8,280,870","1,604,460","5,250,960","457,470","1,438,710","895,050","9,242,220","510,510","112,710","258,570","99,450","3,215,550",,"1,684,020","4,601,220","855,270","424,320","1,478,490"
26.03.2018,11:00,Auction 3. Period CAP2-EU,T3PA,12.80,5.50,14.00,12.21,12.71,"4,213,000","8,273,000",100,35,3.70,"82,730","306,407","519,778","210,650","319,390",1.96,27,20,"53,926,400",EU,"1,286,400","2,348,800","2,278,400","153,600","3,609,600",,"1,158,400","870,400","3,212,800","7,993,600","1,548,800","5,068,800","441,600","1,388,800","864,000","8,921,600","492,800","108,800","249,600","96,000","3,104,000",,"1,625,600","4,441,600","825,600","409,600","1,427,200"
23.03.2018,11:00,Auction 3. Period DE,T3PA,12.37,3.33,14.00,11.78,12.36,"4,360,000","8,581,500",97,47,3.88,"88,469","343,260","384,850","242,222","276,913",1.97,25,18,"53,933,200",DE,,,,,,"53,933,200",,,,,,,,,,,,,,,,,,,,,
22.03.2018,11:00,Auction 3. Period CAP2-EU,T3PA,12.54,5.50,13.50,11.92,12.39,"4,213,000","11,394,000",117,25,3.90,"97,385","379,800","576,150","324,077","205,240",2.70,30,13,"52,831,020",EU,"1,260,270","2,301,090","2,232,120","150,480","3,536,280",,"1,134,870","852,720","3,147,540","7,831,230","1,517,340","4,965,840","432,630","1,360,590","846,450","8,740,380","482,790","106,590","244,530","94,050","3,040,950",,"1,592,580","4,351,380","808,830","401,280","1,398,210"
20.03.2018,11:00,Auction 3. Period CAP2-EU,T3PA,11.17,5.50,12.00,10.76,11.04,"4,213,000","14,876,000",134,16,4.19,"111,015","464,875","676,687","383,000","300,030",3.53,32,11,"47,059,210",EU,"1,122,585","2,049,695","1,988,260","134,040","3,149,940",,"1,010,885","759,560","2,803,670","6,975,665","1,351,570","4,423,320","385,365","1,211,945","753,975","7,785,490","430,045","94,945","217,815","83,775","2,708,725",,"1,418,590","3,875,990","720,465","357,440","1,245,455"
19.03.2018,11:00,Auction 3. Period CAP2-EU,T3PA,10.96,5.50,12.00,10.60,10.89,"4,213,000","10,814,500",107,31,3.82,"101,070","386,232","587,684","210,650","245,794",2.57,28,20,"46,174,480",EU,"1,101,480","2,011,160","1,950,880","131,520","3,090,720",,"991,880","745,280","2,750,960","6,844,520","1,326,160","4,340,160","378,120","1,189,160","739,800","7,639,120","421,960","93,160","213,720","82,200","2,657,800",,"1,391,920","3,803,120","706,920","350,720","1,222,040"
16.03.2018,11:00,Auction 3. Period DE,T3PA,10.97,5.50,12.00,10.59,11.01,"4,360,000","7,213,500",86,61,4.30,"83,878","360,675","473,062","218,000","314,944",1.65,20,20,"47,829,200",DE,,,,,,"47,829,200",,,,,,,,,,,,,,,,,,,,,
15.03.2018,11:00,Auction 3. Period CAP2-EU,T3PA,11.09,5.50,11.50,10.72,11.07,"4,213,000","8,213,000",90,35,3.46,"91,256","315,885","447,194","183,174","259,202",1.95,26,23,"46,722,170",EU,"1,114,545","2,035,015","1,974,020","133,080","3,127,380",,"1,003,645","754,120","2,783,590","6,925,705","1,341,890","4,391,640","382,605","1,203,265","748,575","7,729,730","426,965","94,265","216,255","83,175","2,689,325",,"1,408,430","3,848,230","715,305","354,880","1,236,535"
14.03.2018,11:01,Auction 3. Period CAP2-PL,T3PA,11.25,3.33,11.42,10.75,11.22,"3,547,000","8,020,000",89,32,3.87,"90,112","348,696","630,797","221,688","301,432",2.26,23,16,"39,903,750",PL,,,,,,,,,,,,,,,,,,,,,,"39,903,750",,,,,
13.03.2018,11:00,Auction 3. Period CAP2-EU,T3PA,11.03,5.50,12.00,10.64,10.93,"4,213,000","11,232,500",112,26,3.86,"100,290","387,328","681,039","300,929","340,887",2.67,29,14,"46,469,390",EU,"1,108,515","2,024,005","1,963,340","132,360","3,110,460",,"998,215","750,040","2,768,530","6,888,235","1,334,630","4,367,880","380,535","1,196,755","744,525","7,687,910","424,655","93,755","215,085","82,725","2,674,775",,"1,400,810","3,827,410","711,435","352,960","1,229,845"
12.03.2018,11:00,Auction 3. Period CAP2-EU,T3PA,11.32,5.50,12.00,10.79,11.23,"4,213,000","10,309,000",85,27,3.27,"121,282","396,500","490,455","247,824","275,966",2.45,26,17,"47,691,160",EU,"1,137,660","2,077,220","2,014,960","135,840","3,192,240",,"1,024,460","769,760","2,841,320","7,069,340","1,369,720","4,482,720","390,540","1,228,220","764,100","7,890,040","435,820","96,220","220,740","84,900","2,745,100",,"1,437,640","3,928,040","730,140","362,240","1,262,180"
09.03.2018,11:00,Auction 3. Period DE,T3PA,11.10,5.50,11.50,10.73,11.03,"4,360,000","10,489,500",100,33,4.00,"104,895","419,580","611,068","272,500","333,502",2.41,25,16,"48,396,000",DE,,,,,,"48,396,000",,,,,,,,,,,,,,,,,,,,,
08.03.2018,11:00,Auction 3. Period CAP2-EU,T3PA,10.77,5.50,12.00,10.47,10.66,"4,213,000","20,050,000",125,18,4.46,"160,400","716,071","1,904,560","383,000","432,824",4.76,28,11,"45,374,010",EU,"1,082,385","1,976,295","1,917,060","129,240","3,037,140",,"974,685","732,360","2,703,270","6,725,865","1,303,170","4,264,920","371,565","1,168,545","726,975","7,506,690","414,645","91,545","210,015","80,775","2,611,725",,"1,367,790","3,737,190","694,665","344,640","1,200,855"
06.03.2018,11:00,Auction 3. Period CAP2-EU,T3PA,10.28,5.50,11.00,10.00,10.21,"4,213,000","12,324,000",108,28,3.86,"114,111","440,143","711,360","263,313","367,211",2.93,28,16,"43,309,640",EU,"1,033,140","1,886,380","1,829,840","123,360","2,898,960",,"930,340","699,040","2,580,280","6,419,860","1,243,880","4,070,880","354,660","1,115,380","693,900","7,165,160","395,780","87,380","200,460","77,100","2,492,900",,"1,305,560","3,567,160","663,060","328,960","1,146,220"
05.03.2018,11:01,Auction 3. Period CAP2-EU,T3PA,10.05,5.50,11.00,9.76,9.96,"4,213,000","10,836,000",103,21,3.43,"105,204","361,200","496,941","300,929","264,715",2.57,30,14,"42,340,650",EU,"1,010,025","1,844,175","1,788,900","120,600","2,834,100",,"909,525","683,400","2,522,550","6,276,225","1,216,050","3,979,800","346,725","1,090,425","678,375","7,004,850","386,925","85,425","195,975","75,375","2,437,125",,"1,276,350","3,487,350","648,225","321,600","1,120,575"
02.03.2018,11:00,Auction 3. Period DE,T3PA,9.89,4.50,10.10,9.61,9.85,"4,360,000","11,014,500",95,30,3.96,"115,942","458,938","663,089","272,500","292,900",2.53,24,16,"43,120,400",DE,,,,,,"43,120,400",,,,,,,,,,,,,,,,,,,,,
01.03.2018,11:00,Auction 3. Period CAP2-EU,T3PA,9.92,5.50,10.20,9.68,9.90,"4,213,000","9,275,000",107,40,4.28,"86,682","371,000","623,838","210,650","314,285",2.20,25,20,"41,792,960",EU,"996,960","1,820,320","1,765,760","119,040","2,797,440",,"897,760","674,560","2,489,920","6,195,040","1,200,320","3,928,320","342,240","1,076,320","669,600","6,914,240","381,920","84,320","193,440","74,400","2,405,600",,"1,259,840","3,442,240","639,840","317,440","1,106,080"
28.02.2018,11:00,Auction 3. Period CAP2-PL,T3PA,9.99,5.50,10.50,9.68,9.92,"3,547,000","11,844,000",83,22,3.77,"142,699","538,364","1,137,752","354,700","331,490",3.34,22,10,"35,434,530",PL,,,,,,,,,,,,,,,,,,,,,,"35,434,530",,,,,
27.02.2018,11:00,Auction 3. Period CAP2-EU,T3PA,9.54,5.50,10.00,9.37,9.52,"4,213,000","10,512,000",117,48,4.88,"89,846","438,000","614,029","221,737","239,057",2.50,24,19,"40,192,020",EU,"958,770","1,750,590","1,698,120","114,480","2,690,280",,"863,370","648,720","2,394,540","5,957,730","1,154,340","3,777,840","329,130","1,035,090","643,950","6,649,380","367,290","81,090","186,030","71,550","2,313,450",,"1,211,580","3,310,380","615,330","305,280","1,063,710"
26.02.2018,11:00,Auction 3. Period CAP2-EU,T3PA,9.56,4.40,9.90,9.31,9.51,"4,213,000","10,684,000",102,34,4.64,"104,745","485,636","699,590","280,867","263,150",2.54,22,15,"40,276,280",EU,"960,780","1,754,260","1,701,680","114,720","2,695,920",,"865,180","650,080","2,399,560","5,970,220","1,156,760","3,785,760","329,820","1,037,260","645,300","6,663,320","368,060","81,260","186,420","71,700","2,318,300",,"1,214,120","3,317,320","616,620","305,920","1,065,940"
23.02.2018,11:01,Auction 3. Period DE,T3PA,9.68,5.50,10.15,9.49,9.68,"4,360,000","9,676,000",82,38,3.57,"118,000","420,696","492,969","229,474","267,318",2.22,23,19,"42,204,800",DE,,,,,,"42,204,800",,,,,,,,,,,,,,,,,,,,,
22.02.2018,11:00,Auction 3. Period CAP2-EU,T3PA,9.56,5.50,9.91,9.38,9.54,"4,213,000","9,103,500",88,37,3.67,"103,449","379,313","457,848","263,313","272,399",2.16,24,16,"40,276,280",EU,"960,780","1,754,260","1,701,680","114,720","2,695,920",,"865,180","650,080","2,399,560","5,970,220","1,156,760","3,785,760","329,820","1,037,260","645,300","6,663,320","368,060","81,260","186,420","71,700","2,318,300",,"1,214,120","3,317,320","616,620","305,920","1,065,940"
20.02.2018,11:00,Auction 3. Period CAP2-EU,T3PA,9.70,5.50,10.00,9.47,9.70,"4,213,000","8,768,000",74,39,3.08,"118,486","365,333","428,050","210,650","209,125",2.08,24,20,"40,866,100",EU,"974,850","1,779,950","1,726,600","116,400","2,735,400",,"877,850","659,600","2,434,700","6,057,650","1,173,700","3,841,200","334,650","1,052,450","654,750","6,760,900","373,450","82,450","189,150","72,750","2,352,250",,"1,231,900","3,365,900","625,650","310,400","1,081,550"
19.02.2018,11:00,Auction 3. Period CAP2-EU,T3PA,9.58,5.50,10.00,9.40,9.59,"4,213,000","7,506,500",74,40,3.52,"101,439","357,452","403,943","280,867","233,821",1.78,21,15,"40,360,540",EU,"962,790","1,757,930","1,705,240","114,960","2,701,560",,"866,990","651,440","2,404,580","5,982,710","1,159,180","3,793,680","330,510","1,039,430","646,650","6,677,260","368,830","81,430","186,810","71,850","2,323,150",,"1,216,660","3,324,260","617,910","306,560","1,068,170"
16.02.2018,11:00,Auction 3. Period DE,T3PA,9.53,5.50,9.80,9.30,9.53,"4,360,000","8,971,500",65,31,3.42,"138,023","472,184","432,781","290,667","286,562",2.06,19,15,"41,550,800",DE,,,,,,"41,550,800",,,,,,,,,,,,,,,,,,,,,
15.02.2018,11:00,Auction 3. Period CAP2-EU,T3PA,9.64,5.50,9.88,9.39,9.57,"4,213,000","11,882,500",90,23,3.60,"132,028","475,300","732,418","280,867","487,057",2.82,25,15,"40,613,320",EU,"968,820","1,768,940","1,715,920","115,680","2,718,480",,"872,420","655,520","2,419,640","6,020,180","1,166,440","3,817,440","332,580","1,045,940","650,700","6,719,080","371,140","81,940","187,980","72,300","2,337,700",,"1,224,280","3,345,080","621,780","308,480","1,074,860"
14.02.2018,11:00,Auction 3. Period CAP2-PL,T3PA,9.88,4.99,10.20,9.49,9.84,"3,547,000","10,755,000",80,26,3.48,"134,438","467,609","548,326","221,688","190,702",3.03,23,16,"35,044,360",PL,,,,,,,,,,,,,,,,,,,,,,"35,044,360",,,,,
13.02.2018,11:00,Auction 3. Period CAP2-EU,T3PA,9.53,5.50,10.00,9.26,9.47,"4,213,000","16,307,000",98,23,4.08,"166,398","679,458","1,211,010","280,867","308,498",3.87,24,15,"40,149,890",EU,"957,765","1,748,755","1,696,340","114,360","2,687,460",,"862,465","648,040","2,392,030","5,951,485","1,153,130","3,773,880","328,785","1,034,005","643,275","6,642,410","366,905","81,005","185,835","71,475","2,311,025",,"1,210,310","3,306,910","614,685","304,960","1,062,595"
12.02.2018,11:00,Auction 3. Period CAP2-EU,T3PA,9.08,5.50,9.30,8.91,9.03,"4,213,000","14,598,000",98,24,3.92,"148,959","583,920","977,913","300,929","373,109",3.46,25,14,"38,254,040",EU,"912,540","1,666,180","1,616,240","108,960","2,560,560",,"821,740","617,440","2,279,080","5,670,460","1,098,680","3,595,680","313,260","985,180","612,900","6,328,760","349,580","77,180","177,060","68,100","2,201,900",,"1,153,160","3,150,760","585,660","290,560","1,012,420"
09.02.2018,11:00,Auction 3. Period DE,T3PA,8.97,5.50,9.30,8.77,8.93,"4,360,000","12,312,000",86,23,3.74,"143,163","535,304","678,680","363,333","319,237",2.82,23,12,"39,109,200",DE,,,,,,"39,109,200",,,,,,,,,,,,,,,,,,,,,
